text,processed_text,vader_neg,vader_neu,vader_pos,compound,roberta_neg,roberta_neu,roberta_pos,label
i was feeling more and more agitated and i wasn t becoming a nice person to live with never mind a wife to be,"['feeling', 'agitated', 'becoming', 'nice', 'person', 'live', 'never', 'mind', 'wife']",0.149,0.671,0.18,-0.0661,0.9293283,0.065177664,0.0054939846,Fear
i feel the most anxious and sad in the evenings when cc is having her fussy time and truman is overtired and whining and we are all just so tired,"['feel', 'anxious', 'sad', 'evening', 'cc', 'fussy', 'time', 'truman', 'overtired', 'whining', 'tired']",0.311,0.689,0.0,-0.8833,0.89373666,0.095947586,0.010315674,Fear
im years old and i must admit that it has made me feel uncomfortable,"['im', 'year', 'old', 'must', 'admit', 'made', 'feel', 'uncomfortable']",0.169,0.714,0.117,-0.2023,0.7707977,0.21280484,0.016397392,Fear
that if ever i was really naughty i would be sent away from my mum and dad to another family i was fostered from age and didnt get to mum and dad until i was and then legally adopted at,"['ever', 'really', 'naughty', 'would', 'sent', 'away', 'mum', 'dad', 'another', 'family', 'fostered', 'age', 'didnt', 'get', 'mum', 'dad', 'legally', 'adopted']",0.0,0.962,0.038,0.1027,0.7102864,0.27805808,0.011655518,Fear
i feel less intimidated there than i would at any gym back home,"['feel', 'less', 'intimidated', 'would', 'gym', 'back', 'home']",0.207,0.793,0.0,-0.3832,0.20672648,0.53332204,0.25995147,Fear
i met a few people but i m feeling kind of shy now that mom and dad are gone,"['met', 'people', 'feeling', 'kind', 'shy', 'mom', 'dad', 'gone']",0.145,0.754,0.101,-0.1901,0.41060156,0.56522894,0.024169551,Fear
i do not like feeling pressured to keep by a rigid schedule but like freedom with time to keep the day pleasant,"['like', 'feeling', 'pressured', 'keep', 'rigid', 'schedule', 'like', 'freedom', 'time', 'keep', 'day', 'pleasant']",0.213,0.416,0.371,0.8372,0.1741607,0.5881871,0.23765214,Fear
i found i was feeling a bit confused,"['found', 'feeling', 'bit', 'confused']",0.338,0.441,0.221,-0.2023,0.4315073,0.55302155,0.015471185,Fear
i told her that if someone wanted to watch me go about my daily life i would feel suspicious about their motives and demand to know what they wanted,"['told', 'someone', 'wanted', 'watch', 'go', 'daily', 'life', 'would', 'feel', 'suspicious', 'motif', 'demand', 'know', 'wanted']",0.138,0.862,0.0,-0.4588,0.26380378,0.70288795,0.033308245,Fear
im so sick of constantly feeling threatened by other women,"['im', 'sick', 'constantly', 'feeling', 'threatened', 'woman']",0.437,0.464,0.099,-0.7264,0.92642605,0.06667578,0.0068982537,Fear
i feel very distressed because i m supportive of this campaign and with what the senator has done and is doing,"['feel', 'distressed', 'supportive', 'campaign', 'senator', 'done']",0.143,0.742,0.114,-0.1604,0.47405773,0.38141492,0.14452736,Fear
i went through the same feelings and just so they dont feel like they are the only ones feeling uncertain,"['went', 'feeling', 'dont', 'feel', 'like', 'one', 'feeling', 'uncertain']",0.198,0.734,0.069,-0.4234,0.3827379,0.57364935,0.04361273,Fear
i think most people would feel very uncomfortable with the stares because for the average person these stares only happen when something embarrassing is going on like ripped pants or something of the like but i just feel them and catalog them in my mind,"['think', 'people', 'would', 'feel', 'uncomfortable', 'stare', 'average', 'person', 'stare', 'happen', 'something', 'embarrassing', 'going', 'like', 'ripped', 'pant', 'something', 'like', 'feel', 'catalog', 'mind']",0.081,0.843,0.076,-0.0635,0.7078413,0.27557403,0.016584747,Fear
i feel hesitant to do something just do it,"['feel', 'hesitant', 'something']",0.222,0.778,0.0,-0.25,0.71040255,0.27738497,0.012212443,Fear
i have sort of incorporated it into days when im feeling agitated i will set the timer for minutes and just be with the kids not one on one but its something,"['sort', 'incorporated', 'day', 'im', 'feeling', 'agitated', 'set', 'timer', 'minute', 'kid', 'one', 'one', 'something']",0.064,0.896,0.04,-0.1901,0.18410236,0.74551946,0.07037817,Fear
i feel as if sometimes we all get scared to go out of the norm and what is trendy or acceptable,"['feel', 'sometimes', 'get', 'scared', 'go', 'norm', 'trendy', 'acceptable']",0.125,0.776,0.099,-0.1531,0.55635744,0.42719984,0.016442759,Fear
i keep feeling distressed myself,"['keep', 'feeling', 'distressed']",0.444,0.317,0.238,-0.3182,0.84534675,0.14299963,0.011653641,Fear
i didnt feel too overwhelmed and really got to interact with the brands and their owners,"['didnt', 'feel', 'overwhelmed', 'really', 'got', 'interact', 'brand', 'owner']",0.076,0.924,0.0,-0.0382,0.019812083,0.32295588,0.6572321,Fear
i have already discussed the possibilities of a procedure in my future so there really isnt anything to feel apprehensive about,"['already', 'discussed', 'possibility', 'procedure', 'future', 'really', 'isnt', 'anything', 'feel', 'apprehensive']",0.0,1.0,0.0,0.0,0.056902695,0.57416576,0.36893156,Fear
i still have a blog because at this point it has become a habit and it feels weird not to have one,"['still', 'blog', 'point', 'become', 'habit', 'feel', 'weird', 'one']",0.086,0.914,0.0,-0.1779,0.41744164,0.49241394,0.09014442,Fear
im starting to feel abit skeptical about starting over,"['im', 'starting', 'feel', 'abit', 'skeptical', 'starting']",0.223,0.777,0.0,-0.3182,0.6391147,0.34273884,0.018146506,Fear
i feel threatened because of this set of beliefs,"['feel', 'threatened', 'set', 'belief']",0.3,0.7,0.0,-0.4588,0.927008,0.06696717,0.0060248678,Fear
i feel overwhelmed or anxious i go to a quiet place and just lay there to calm myself down,"['feel', 'overwhelmed', 'anxious', 'go', 'quiet', 'place', 'lay', 'calm']",0.108,0.703,0.189,0.128,0.3865477,0.57244986,0.04100237,Fear
i would have jumped at the opportunity to do something like that but now i just feel intimidated from all sides,"['would', 'jumped', 'opportunity', 'something', 'like', 'feel', 'intimidated', 'side']",0.164,0.681,0.155,-0.296,0.78766125,0.19859162,0.013747079,Fear
i feel uncomfortable with noona romances where the male lead is still an inexperienced high school kid who needs a mother more than a girlfriend,"['feel', 'uncomfortable', 'noona', 'romance', 'male', 'lead', 'still', 'inexperienced', 'high', 'school', 'kid', 'need', 'mother', 'girlfriend']",0.104,0.803,0.092,-0.0772,0.8080596,0.18176308,0.01017735,Fear
i dont know how long i can last in this situation but i really feel very uncomfortable being around her,"['dont', 'know', 'long', 'last', 'situation', 'really', 'feel', 'uncomfortable', 'around']",0.209,0.791,0.0,-0.6411,0.91945285,0.07328633,0.007260871,Fear
i find myself feeling anxious and unsure,"['find', 'feeling', 'anxious', 'unsure']",0.471,0.353,0.176,-0.3612,0.71654904,0.26707515,0.016375853,Fear
i feel i should mention that one of the men the one that assaulted me had come round on saturday night and had threatened us through the letter box,"['feel', 'mention', 'one', 'men', 'one', 'assaulted', 'come', 'round', 'saturday', 'night', 'threatened', 'u', 'letter', 'box']",0.204,0.796,0.0,-0.7506,0.7629453,0.22696362,0.010091091,Fear
i would just go to the straight point rather than doing a defination of such as what is romance feeling or anger feeling or suspicious feelings,"['would', 'go', 'straight', 'point', 'rather', 'defination', 'romance', 'feeling', 'anger', 'feeling', 'suspicious', 'feeling']",0.19,0.55,0.26,0.0772,0.32809058,0.6524424,0.019467045,Fear
i feel the least bit threatened,"['feel', 'least', 'bit', 'threatened']",0.429,0.571,0.0,-0.4588,0.6205554,0.31292614,0.066518456,Fear
i am finishing projects up at work and its a bit surreal at work im still working for gcadv and have things to do but it feels weird since i know my last day is two weeks away,"['finishing', 'project', 'work', 'bit', 'surreal', 'work', 'im', 'still', 'working', 'gcadv', 'thing', 'feel', 'weird', 'since', 'know', 'last', 'day', 'two', 'week', 'away']",0.057,0.943,0.0,-0.2617,0.50691813,0.44647422,0.04660766,Fear
i began to feel strange i thought to myself here it comes,"['began', 'feel', 'strange', 'thought', 'come']",0.167,0.833,0.0,-0.2023,0.6310833,0.3546388,0.014277925,Fear
i feel like im still in a bit of a weird in between phase,"['feel', 'like', 'im', 'still', 'bit', 'weird', 'phase']",0.129,0.682,0.189,0.2023,0.52048695,0.4624156,0.017097468,Fear
im not online for longer period of time even when im not specifically writing is because it feels weird to be sitting at your home office read kitchen table on gchat or facebook or twitter,"['im', 'online', 'longer', 'period', 'time', 'even', 'im', 'specifically', 'writing', 'feel', 'weird', 'sitting', 'home', 'office', 'read', 'kitchen', 'table', 'gchat', 'facebook', 'twitter']",0.048,0.952,0.0,-0.1779,0.45925748,0.5170413,0.023701258,Fear
i don t know whether to blame the wisdom of age the three lessons i ve listed above or a combination of these things but instead of feeling distraught i feel quite liberated,"['know', 'whether', 'blame', 'wisdom', 'age', 'three', 'lesson', 'listed', 'combination', 'thing', 'instead', 'feeling', 'distraught', 'feel', 'quite', 'liberated']",0.191,0.695,0.114,-0.5647,0.15326168,0.39130822,0.45543006,Fear
i feel less inhibited and more creative in my life,"['feel', 'less', 'inhibited', 'creative', 'life']",0.098,0.619,0.283,0.4742,0.032307416,0.19371957,0.77397305,Fear
i don t remember ever feeling so terrified,"['remember', 'ever', 'feeling', 'terrified']",0.482,0.377,0.141,-0.6825,0.8034414,0.1690464,0.027512169,Fear
i thought to myself as much as its exciting to know you have talked yourself into permission for a drink or two feeling unsure right now is probably an indication it is a bad idea,"['thought', 'much', 'exciting', 'know', 'talked', 'permission', 'drink', 'two', 'feeling', 'unsure', 'right', 'probably', 'indication', 'bad', 'idea']",0.144,0.733,0.123,-0.2023,0.39083022,0.5180466,0.0911232,Fear
i am feeling intimidated as well,"['feeling', 'intimidated', 'well']",0.341,0.235,0.424,-0.0772,0.78976333,0.19874501,0.011491646,Fear
i would pick them up and feel around and if i felt anything weird like earrings i instantly got mad,"['would', 'pick', 'feel', 'around', 'felt', 'anything', 'weird', 'like', 'earring', 'instantly', 'got', 'mad']",0.229,0.654,0.117,-0.34,0.7552677,0.23009545,0.014636875,Fear
i did not really interact with others except for bentoh in class i am beginning to feel reluctant towards leaving these bunch of people,"['really', 'interact', 'others', 'except', 'bentoh', 'class', 'beginning', 'feel', 'reluctant', 'towards', 'leaving', 'bunch', 'people']",0.087,0.913,0.0,-0.25,0.76474017,0.22450332,0.010756436,Fear
i always notice even though she is fabulous at hiding it according to the rest of the world and feel it keenly and am greatly distressed,"['always', 'notice', 'even', 'though', 'fabulous', 'hiding', 'according', 'rest', 'world', 'feel', 'keenly', 'greatly', 'distressed']",0.167,0.663,0.17,0.0276,0.7192841,0.23231678,0.048399165,Fear
i feel wimpy but,"['feel', 'wimpy']",0.42,0.58,0.0,-0.1154,0.43761718,0.48720154,0.07518119,Fear
i feel shy of my broken english,"['feel', 'shy', 'broken', 'english']",0.56,0.44,0.0,-0.6249,0.8588853,0.13294226,0.00817245,Fear
i realize in this exact moment i cant do this anymore im sick of crying and feeling scared,"['realize', 'exact', 'moment', 'cant', 'anymore', 'im', 'sick', 'cry', 'feeling', 'scared']",0.408,0.526,0.066,-0.8316,0.92863655,0.06398866,0.007374766,Fear
i feel confused and frustrated,"['feel', 'confused', 'frustrated']",0.74,0.26,0.0,-0.6908,0.825558,0.16133305,0.013108928,Fear
i feel like ron ginny and percy are too uptight,"['feel', 'like', 'ron', 'ginny', 'percy', 'uptight']",0.215,0.579,0.207,-0.0258,0.6478713,0.33868316,0.013445505,Fear
i feel really weird,"['feel', 'really', 'weird']",0.499,0.501,0.0,-0.2484,0.7640476,0.21580574,0.020146575,Fear
i can promise that his outward gender expression did not lead him to feel threatened when walking up a dark path alone,"['promise', 'outward', 'gender', 'expression', 'lead', 'feel', 'threatened', 'walking', 'dark', 'path', 'alone']",0.206,0.7,0.095,-0.4019,0.1435213,0.72466093,0.13181786,Fear
one evening my father told me to go into the cellar and get him a beer i was terribly frightened at the idea of a man sitting in the cellar and assaulting me for my defence i took an empty bottle with me,"['one', 'evening', 'father', 'told', 'go', 'cellar', 'get', 'beer', 'terribly', 'frightened', 'idea', 'man', 'sitting', 'cellar', 'assaulting', 'defence', 'took', 'empty', 'bottle']",0.247,0.723,0.03,-0.8807,0.8261085,0.16423811,0.00965337,Fear
i feel the grip of all of these things on my brain in my nervous system and struggle with things like how can i work out when more soldiers have been killed,"['feel', 'grip', 'thing', 'brain', 'nervous', 'system', 'struggle', 'thing', 'like', 'work', 'soldier', 'killed']",0.238,0.695,0.067,-0.7506,0.8541496,0.13941827,0.0064321356,Fear
i wonder if you feel weird reading it,"['wonder', 'feel', 'weird', 'reading']",0.221,0.779,0.0,-0.1779,0.5741713,0.4164015,0.0094272215,Fear
i remember feeling almost distraught,"['remember', 'feeling', 'almost', 'distraught']",0.486,0.294,0.22,-0.4228,0.73948556,0.22965647,0.030857991,Fear
i find myself not feeling so confused,"['find', 'feeling', 'confused']",0.522,0.478,0.0,-0.5206,0.13956885,0.7124795,0.14795168,Fear
i not teach you some words to say when you feel distressed,"['teach', 'word', 'say', 'feel', 'distressed']",0.219,0.781,0.0,-0.4215,0.58630526,0.39272115,0.020973563,Fear
i was feeling really restless and didnt want to stay in my room but since my roommate and her boyfriend were in the kitchen i didnt want to bother them,"['feeling', 'really', 'restless', 'didnt', 'want', 'stay', 'room', 'since', 'roommate', 'boyfriend', 'kitchen', 'didnt', 'want', 'bother']",0.134,0.743,0.123,0.1689,0.6763644,0.30702907,0.016606515,Fear
ill only add that i dig this deeper connection im starting to feel with shy boy,"['ill', 'add', 'dig', 'deeper', 'connection', 'im', 'starting', 'feel', 'shy', 'boy']",0.27,0.73,0.0,-0.5859,0.028134333,0.47142732,0.50043833,Fear
i feel much less fearful and much more excited about what my future holds,"['feel', 'much', 'less', 'fearful', 'much', 'excited', 'future', 'hold']",0.175,0.663,0.162,-0.0552,0.007178782,0.029844858,0.96297634,Fear
im just feeling strange as my body tries to readjust itself from years of bad programming,"['im', 'feeling', 'strange', 'body', 'try', 'readjust', 'year', 'bad', 'programming']",0.268,0.657,0.076,-0.5859,0.8214283,0.17057231,0.007999396,Fear
i began to feel strange weird and i got a little scared,"['began', 'feel', 'strange', 'weird', 'got', 'little', 'scared']",0.504,0.496,0.0,-0.6258,0.7392369,0.24935438,0.011408743,Fear
i am feeling very apprehensive i know it isnt a quick fix its a lifestyle overhaul i want to be healthy,"['feeling', 'apprehensive', 'know', 'isnt', 'quick', 'fix', 'lifestyle', 'overhaul', 'want', 'healthy']",0.0,0.703,0.297,0.5423,0.8033768,0.18190327,0.014719966,Fear
i worked up a sweat increased my heart and breathing rates but i didnt feel distressed in any way no wheezing or anything,"['worked', 'sweat', 'increased', 'heart', 'breathing', 'rate', 'didnt', 'feel', 'distressed', 'way', 'wheezing', 'anything']",0.115,0.698,0.187,0.1896,0.12723574,0.63260746,0.24015675,Fear
i sat down after the first jam feeling shaken and unsure,"['sat', 'first', 'jam', 'feeling', 'shaken', 'unsure']",0.28,0.593,0.127,-0.2023,0.4908437,0.49397138,0.015184957,Fear
i am just uncomfortable in my skin so i feel uncomfortable around those people and i dont like them or they feel my discomfort and dont want to be around me and than i dont like them etc,"['uncomfortable', 'skin', 'feel', 'uncomfortable', 'around', 'people', 'dont', 'like', 'feel', 'discomfort', 'dont', 'want', 'around', 'dont', 'like', 'etc']",0.324,0.676,0.0,-0.8871,0.8965394,0.09772089,0.005739797,Fear
im feeling increasingly agitated at how crummy my apartment looks,"['im', 'feeling', 'increasingly', 'agitated', 'crummy', 'apartment', 'look']",0.24,0.64,0.12,-0.3612,0.93588835,0.05790283,0.0062088473,Fear
i look for my shadow i look for my shadow when i m feeling uncertain like now,"['look', 'shadow', 'look', 'shadow', 'feeling', 'uncertain', 'like']",0.136,0.617,0.247,0.2023,0.13967325,0.7755196,0.08480707,Fear
i feel uncomfortable at times but i keep reminding myself that ive lived here for most of my life so why should i feel this way,"['feel', 'uncomfortable', 'time', 'keep', 'reminding', 'ive', 'lived', 'life', 'feel', 'way']",0.076,0.924,0.0,-0.2023,0.7191785,0.26855877,0.012262776,Fear
im feeling like a paranoid parrot about someone judging my tummy cause she he once judged ailins haha,"['im', 'feeling', 'like', 'paranoid', 'parrot', 'someone', 'judging', 'tummy', 'cause', 'judged', 'ailins', 'haha']",0.091,0.591,0.318,0.6124,0.6232018,0.3406824,0.03611584,Fear
i decided that i would feel uncomfortable seeing the kind of loving looks and affection the young couple in front of me was showing right now,"['decided', 'would', 'feel', 'uncomfortable', 'seeing', 'kind', 'loving', 'look', 'affection', 'young', 'couple', 'front', 'showing', 'right']",0.085,0.686,0.229,0.6605,0.5623463,0.39829803,0.039355673,Fear
i do feel a little shy when it comes to having peers read my paper,"['feel', 'little', 'shy', 'come', 'peer', 'read', 'paper']",0.125,0.875,0.0,-0.1796,0.41776064,0.5569528,0.02528653,Fear
i also feel very uncertain and very unsure as im sure most all people will admit to feeling from time to time,"['also', 'feel', 'uncertain', 'unsure', 'im', 'sure', 'people', 'admit', 'feeling', 'time', 'time']",0.181,0.606,0.212,-0.048,0.5710352,0.408856,0.020108838,Fear
i feel pressured to be posting every time i whip something out of the oven when really if the recipe could be better itd probably be better not to post it at all,"['feel', 'pressured', 'posting', 'every', 'time', 'whip', 'something', 'oven', 'really', 'recipe', 'could', 'better', 'itd', 'probably', 'better', 'post']",0.053,0.784,0.162,0.5994,0.78269947,0.1993865,0.017913999,Fear
i have the liverpud of course and ive met some wonderful people in england but it does feel weird sometimes that most of the people i interact with havent known me for longer than two or three years,"['liverpud', 'course', 'ive', 'met', 'wonderful', 'people', 'england', 'feel', 'weird', 'sometimes', 'people', 'interact', 'havent', 'known', 'longer', 'two', 'three', 'year']",0.053,0.885,0.061,0.0772,0.12171794,0.24202041,0.63626164,Fear
i was feelign a bit hesitant about getting in front of the bigger ones for fear of ripping the cut open and sending me home,"['feelign', 'bit', 'hesitant', 'getting', 'front', 'bigger', 'one', 'fear', 'ripping', 'cut', 'open', 'sending', 'home']",0.267,0.733,0.0,-0.743,0.4916386,0.48828563,0.020075776,Fear
i feel as though a lot of restaurants coffee shops excluded have been more hesitant to leverage the power of social networking for marketing i,"['feel', 'though', 'lot', 'restaurant', 'coffee', 'shop', 'excluded', 'hesitant', 'leverage', 'power', 'social', 'networking', 'marketing']",0.19,0.81,0.0,-0.5709,0.59851384,0.3874956,0.013990599,Fear
i felt so touched because i needed it so badly after feeling so shaken up and not really sleeping,"['felt', 'touched', 'needed', 'badly', 'feeling', 'shaken', 'really', 'sleeping']",0.267,0.651,0.082,-0.6084,0.3300727,0.2683196,0.4016077,Fear
i would like to add that at no point did i feel intimidated scared upset or otherwise uncomfortable before during or after the visit,"['would', 'like', 'add', 'point', 'feel', 'intimidated', 'scared', 'upset', 'otherwise', 'uncomfortable', 'visit']",0.416,0.505,0.079,-0.8658,0.352972,0.6017458,0.045282207,Fear
i feel hesitant about putting my photos in ljs basket,"['feel', 'hesitant', 'putting', 'photo', 'ljs', 'basket']",0.2,0.8,0.0,-0.25,0.5233211,0.4618474,0.01483147,Fear
im just having one of those days when everything feels vulnerable and i just need a moment to prep myself up again and put on that mask to face tomorrow,"['im', 'one', 'day', 'everything', 'feel', 'vulnerable', 'need', 'moment', 'prep', 'put', 'mask', 'face', 'tomorrow']",0.066,0.934,0.0,-0.2263,0.6937516,0.275864,0.030384433,Fear
i am beginning to think that barnard wasnt meant to be because i can hear an overwhelming feeling of inferiority whenever i say it aloud doubtful of my pronunciation of it viivada vis is it bar nerd,"['beginning', 'think', 'barnard', 'wasnt', 'meant', 'hear', 'overwhelming', 'feeling', 'inferiority', 'whenever', 'say', 'aloud', 'doubtful', 'pronunciation', 'viivada', 'vi', 'bar', 'nerd']",0.175,0.785,0.039,-0.6369,0.9086962,0.08515946,0.0061443304,Fear
i still feel very confused by dead rising,"['still', 'feel', 'confused', 'dead', 'rising']",0.589,0.411,0.0,-0.7996,0.8454684,0.14738157,0.007149965,Fear
i hope to read more but i m starting off slow so i don t feel too pressured to keep it up and go further into my slump,"['hope', 'read', 'starting', 'slow', 'feel', 'pressured', 'keep', 'go', 'slump']",0.093,0.83,0.077,-0.1027,0.09657429,0.4611802,0.44224542,Fear
i don t feel particularly tortured,"['feel', 'particularly', 'tortured']",0.565,0.435,0.0,-0.5984,0.3161143,0.6114935,0.07239211,Fear
i sit it feels so strange not to have something to do,"['sit', 'feel', 'strange', 'something']",0.191,0.809,0.0,-0.3327,0.80624914,0.17702845,0.016722424,Fear
i love and feeling skeptical about the hours worth of driving we have over days this weekend,"['love', 'feeling', 'skeptical', 'hour', 'worth', 'driving', 'day', 'weekend']",0.105,0.548,0.347,0.6486,0.022035686,0.10328203,0.87468225,Fear
i learn this i feel more frantic,"['learn', 'feel', 'frantic']",0.444,0.556,0.0,-0.4927,0.25511518,0.62991923,0.114965566,Fear
i feel vulnerable and feel that everyone is staring at me judging me,"['feel', 'vulnerable', 'feel', 'everyone', 'staring', 'judging']",0.147,0.853,0.0,-0.2263,0.7920389,0.19781306,0.010148018,Fear
i feel shaken up and violated,"['feel', 'shaken', 'violated']",0.61,0.39,0.0,-0.5719,0.87839437,0.111661755,0.009943933,Fear
i feel so confused i really dont know which one that i must choose,"['feel', 'confused', 'really', 'dont', 'know', 'one', 'must', 'choose']",0.206,0.794,0.0,-0.3804,0.77212894,0.21625885,0.011612205,Fear
i am not anti to spirituality but at that time i feel a bit afraid and did not get any word,"['anti', 'spirituality', 'time', 'feel', 'bit', 'afraid', 'get', 'word']",0.0,0.92,0.08,0.1232,0.6769061,0.30638948,0.01670437,Fear
i completely understand why you would feel paranoid,"['completely', 'understand', 'would', 'feel', 'paranoid']",0.25,0.75,0.0,-0.25,0.36183858,0.58697546,0.051185977,Fear
i tried to work out why i feel agitated with them rather than flattered,"['tried', 'work', 'feel', 'agitated', 'rather', 'flattered']",0.192,0.641,0.167,-0.1027,0.59066963,0.39593744,0.013392985,Fear
i feel like i have shaken baby syndrome after reading that,"['feel', 'like', 'shaken', 'baby', 'syndrome', 'reading']",0.12,0.648,0.231,0.296,0.87788975,0.11078649,0.0113237435,Fear
i feel like im not doing enough and i also am so apprehensive about dictating things that its not even funny,"['feel', 'like', 'im', 'enough', 'also', 'apprehensive', 'dictating', 'thing', 'even', 'funny']",0.11,0.776,0.114,0.0243,0.8971898,0.09494714,0.007863102,Fear
im feeling anxious with our two minor subjects which will be physics and math analysis having units and units respectively,"['im', 'feeling', 'anxious', 'two', 'minor', 'subject', 'physic', 'math', 'analysis', 'unit', 'unit', 'respectively']",0.087,0.742,0.17,0.2263,0.65653497,0.31865227,0.024812698,Fear
i love the fact that i can approach anyone and talk to them without feeling intimidated for all the wrong reasons,"['love', 'fact', 'approach', 'anyone', 'talk', 'without', 'feeling', 'intimidated', 'wrong', 'reason']",0.171,0.575,0.253,0.4829,0.04813467,0.19731736,0.7545479,Fear
i punched out for the day i began to feel strange again,"['punched', 'day', 'began', 'feel', 'strange']",0.167,0.833,0.0,-0.2023,0.82715553,0.16381511,0.009029291,Fear
i was feeling still am very distressed about it,"['feeling', 'still', 'distressed']",0.292,0.566,0.142,-0.3804,0.85798484,0.13329676,0.008718469,Fear
i feel very reluctant talking about death,"['feel', 'reluctant', 'talking', 'death']",0.608,0.392,0.0,-0.7346,0.8379113,0.14970076,0.012387949,Fear
i find that mech works best late game but without spider mines the matchup feels more shaky than in brood war,"['find', 'mech', 'work', 'best', 'late', 'game', 'without', 'spider', 'mine', 'matchup', 'feel', 'shaky', 'brood', 'war']",0.293,0.613,0.094,-0.7607,0.26519865,0.58146495,0.1533364,Fear
i know hard things are going to come my way i can feel it but im scared of masking it all again of not letting myself,"['know', 'hard', 'thing', 'going', 'come', 'way', 'feel', 'im', 'scared', 'masking', 'letting']",0.187,0.813,0.0,-0.6187,0.89558655,0.09671208,0.0077013513,Fear
i probably wouldnt have signed up to numerous things throughout the past few years which made me feel nervous conferences ousa platform great north run to name a few,"['probably', 'wouldnt', 'signed', 'numerous', 'thing', 'throughout', 'past', 'year', 'made', 'feel', 'nervous', 'conference', 'ousa', 'platform', 'great', 'north', 'run', 'name']",0.067,0.801,0.131,0.4588,0.70393234,0.2819824,0.014085226,Fear
i have to admit despite all my optimism i still feel a little uncertain,"['admit', 'despite', 'optimism', 'still', 'feel', 'little', 'uncertain']",0.327,0.55,0.124,-0.451,0.6350564,0.32639757,0.038546033,Fear
i feel frantic i just lay in bed and stare at my little sprouting plants on the windseal,"['feel', 'frantic', 'lay', 'bed', 'stare', 'little', 'sprouting', 'plant', 'windseal']",0.162,0.838,0.0,-0.4404,0.3948778,0.48620728,0.11891494,Fear
i must be doing a really poor job of being who i truly want to be if i make other people feel intimated or insecure,"['must', 'really', 'poor', 'job', 'truly', 'want', 'make', 'people', 'feel', 'intimated', 'insecure']",0.226,0.621,0.153,-0.4576,0.8952947,0.09787822,0.0068270797,Fear
i still feel so overwhelmed and dont know where to begin,"['still', 'feel', 'overwhelmed', 'dont', 'know', 'begin']",0.0,0.848,0.152,0.1571,0.86112493,0.12931187,0.009563123,Fear
i get older i feel there is less to be fearful about and more to take joy in,"['get', 'older', 'feel', 'less', 'fearful', 'take', 'joy']",0.14,0.667,0.194,0.2795,0.0707863,0.3026788,0.6265349,Fear
ill feel shy,"['ill', 'feel', 'shy']",0.828,0.172,0.0,-0.5859,0.4589802,0.5033699,0.037649877,Fear
i have been so incredibly paranoid this pregnancy and i am tired of feeling apprehensive,"['incredibly', 'paranoid', 'pregnancy', 'tired', 'feeling', 'apprehensive']",0.322,0.589,0.088,-0.6087,0.9155553,0.07432222,0.010122458,Fear
i wasnt feeling emotionally frantic or shaky as my body was,"['wasnt', 'feeling', 'emotionally', 'frantic', 'shaky', 'body']",0.258,0.552,0.19,0.0351,0.2374051,0.6898458,0.0727491,Fear
i feel confused and unsure,"['feel', 'confused', 'unsure']",0.683,0.317,0.0,-0.5106,0.7104311,0.27053684,0.019032069,Fear
im using my love to make him feel pressured or that it makes him feel less than what he is,"['im', 'using', 'love', 'make', 'feel', 'pressured', 'make', 'feel', 'less']",0.079,0.747,0.174,0.5106,0.7041594,0.28041932,0.015421314,Fear
i don t feel frightened,"['feel', 'frightened']",0.592,0.408,0.0,-0.4404,0.25565636,0.62681717,0.11752646,Fear
i pray and beg god for close friends for close mentorship relationships and as soon as they get close i feel terrified and i run,"['pray', 'beg', 'god', 'close', 'friend', 'close', 'mentorship', 'relationship', 'soon', 'get', 'close', 'feel', 'terrified', 'run']",0.136,0.61,0.254,0.3612,0.6856362,0.2376216,0.0767421,Fear
i feeling so agitated right now,"['feeling', 'agitated', 'right']",0.423,0.385,0.192,-0.4201,0.9054821,0.08437035,0.0101475455,Fear
im slow about this but it does feel weird returning to a home without your mum anymore,"['im', 'slow', 'feel', 'weird', 'returning', 'home', 'without', 'mum', 'anymore']",0.12,0.88,0.0,-0.2617,0.6702071,0.3135359,0.01625699,Fear
ive been feeling so weird,"['ive', 'feeling', 'weird']",0.332,0.445,0.223,-0.188,0.77585256,0.20688002,0.017267356,Fear
i feel hesitant on compromising my weight and more importantly my health,"['feel', 'hesitant', 'compromising', 'weight', 'importantly', 'health']",0.147,0.662,0.191,0.1513,0.7174655,0.26661447,0.015920056,Fear
i am very much so confident in myself and know the difference between feeling timid versus feeling straight up uncomfortable and not okay,"['much', 'confident', 'know', 'difference', 'feeling', 'timid', 'versus', 'feeling', 'straight', 'uncomfortable', 'okay']",0.205,0.49,0.305,0.4731,0.05522352,0.19757685,0.7471996,Fear
i feel neurotic like woody allen she says,"['feel', 'neurotic', 'like', 'woody', 'allen', 'say']",0.242,0.505,0.253,0.0258,0.61187315,0.35990468,0.028222146,Fear
i feel apprehensive about sending baby good there,"['feel', 'apprehensive', 'sending', 'baby', 'good']",0.0,0.674,0.326,0.4404,0.80803233,0.18120517,0.010762519,Fear
i really feel i would be horribly distraught over their death,"['really', 'feel', 'would', 'horribly', 'distraught', 'death']",0.645,0.355,0.0,-0.8979,0.9111834,0.07999964,0.008816951,Fear
i feel frightened that i am not holding up the perfect self application that i have seen myself live before,"['feel', 'frightened', 'holding', 'perfect', 'self', 'application', 'seen', 'live']",0.134,0.694,0.171,0.2023,0.8493262,0.14003585,0.010638027,Fear
